,tessid,tic,toi_disp,toi_period,toi_prad,toi_prad_err1,toi_prad_err2,toi_ror
300,1748.01,233071926,PC,1.831811,1.667805,0.801308,-0.801308,0.019881855326427375
301,1749.01,233602827,PC,4.489235,2.1057490000000003,1.764102,-1.764102,0.0343533325412038
302,1749.02,233602827,PC,9.046152000000001,2.501938,2.207871,-2.207871,0.04081678685896293
303,1750.01,237099296,PC,11.337809,2.524305,2.412007,-2.412007,0.030074589638013464
304,1751.01,287080092,PC,37.473479,2.8096970000000003,0.5807180000000001,-0.5807180000000001,0.02028618910762293
305,1752.01,287139872,PC,0.9351430000000001,1.8411380000000002,2.97879,-2.97879,0.031995365737674746
306,1753.01,289580577,PC,5.384942,2.963485,0.290608,-0.290608,0.02829924196733756
307,1754.01,332477926,PC,16.217297,2.400014,0.8731209999999999,-0.8731209999999999,0.03704620502785292
308,1755.01,356978132,PC,60.186956,14.040310999999999,9.406632,-9.406632,0.10112636995808068
309,1756.01,364074068,PC,2.7835099999999997,2.138,0.31367399999999995,-0.31367399999999995,0.034801920345818665
310,1757.01,367753709,PC,2.1256169999999996,2.07957,0.387912,-0.387912,0.02693128710799127
311,1758.01,367858035,PC,20.703854,3.3809489999999998,0.841601,-0.841601,0.03842073313347048
312,1759.01,408636441,PC,37.696127000000004,3.234794,0.462645,-0.462645,0.047244131135514775
313,1760.01,420112587,PC,11.062666,2.643702,4.093007,-4.093007,0.09512349783515768
314,1761.01,424391516,PC,11.5919,2.381151,2.457671,-2.457671,0.01826239739546258
315,1762.01,435680451,PC,24.149898999999998,3.921671,1.456385,-1.456385,0.03786788871807848
316,1763.01,441739871,PC,3.79794,2.290914,0.9936969999999999,-0.9936969999999999,0.044367870196608365
317,1764.01,1551345500,PC,47.386525,16.472604,9.945699000000001,-9.945699000000001,0.24505261868692202
318,201.02,350618622,PC,5.849173,1.764448,0.378126,-0.378126,0.010928751477112867
319,214.02,167415965,PC,9.695722,1.004227,1.195544,-1.195544,0.010217841026860313
320,286.02,150030205,PC,39.361081,1.9739669999999998,0.9106700000000001,-0.9106700000000001,0.02239001948984078
321,1785.01,230386259,PC,11.00468,4.699409999999999,0.306796,-0.306796,0.01499553894773519
322,1786.01,86280613,PC,9.5727,20.6825,5.80914,-5.80914,0.10350291530054644
323,1787.01,372730331,PC,8.704310000000001,26.7486,5.05532,-5.05532,0.1466848376047904
324,1788.01,450327768,PC,5.34326,10.4171,0.594114,-0.594114,0.07571412841269841
325,1789.01,172518755,PC,3.20875,19.8795,5.41031,-5.41031,0.08055595619469028
326,1790.01,310981412,PC,9.625169999999999,2.0337099999999997,0.18443900000000002,-0.18443900000000002,0.020026576537634403
327,1791.01,233684293,PC,48.47912,4.4328199999999995,0.334466,-0.334466,0.016435532615384614
328,1792.01,29191596,PC,8.818660000000001,3.6657599999999997,1.40669,-1.40669,0.03391013139393939
329,1765.01,272672133,PC,3.4938,5.692516,1.2401959999999999,-1.2401959999999999,0.05764066455852955
330,1774.01,4897275,PC,16.710042,2.739662,0.762063,-0.762063,0.022961100928883232
331,1775.01,9348006,PC,10.240374000000001,8.074810000000001,0.566619,-0.566619,0.08809338366053561
332,1776.01,21535395,PC,2.800991,1.403392,1.949602,-1.949602,0.013594409964798266
333,1777.01,29191624,PC,14.653198999999999,2.332202,1.842718,-1.842718,0.021711067338109603
334,1779.01,67646988,KP,1.881719,9.925999000000001,0.299725,-0.299725,0.2966998245370098
335,1780.01,99834717,PC,1.706307,10.611799000000001,0.748163,-0.748163,0.10763234107529503
336,1781.01,137881699,KP,2.9721330000000004,18.196081,1.1470280000000002,-1.1470280000000002,0.08560816104369803
337,1783.01,229938290,PC,1.419866,2.282278,1.687189,-1.687189,0.021229932346108878
338,1784.01,241196395,PC,2.093578,7.197862,0.7393350000000001,-0.7393350000000001,0.05379394163116747
339,1769.01,287225295,PC,0.60987,3.2652799999999997,0.342564,-0.342564,0.033599364314606736
340,1778.01,39699648,PC,6.515951,2.829971,2.8941529999999998,-2.8941529999999998,0.01949457998706222
341,1782.01,160045097,PC,4.987638,2.564396,2.146134,-2.146134,0.035120359519241265
342,1766.01,67666096,KP,2.70337,16.5874,0.8672559999999999,-0.8672559999999999,0.09435242807453414
343,1767.01,8767448,KP,4.353217,16.087139999999998,0.91453,-0.91453,0.0929290685522531
344,1768.01,137906197,PC,7.33855,3.07592,0.22880599999999998,-0.22880599999999998,0.02560843214545454
345,1770.01,457138169,PC,1.09254,4.47355,0.295239,-0.295239,0.02825432475862069
346,1771.01,252479260,KP,3.212214,12.460274,0.629162,-0.629162,0.10953167016250562
347,1772.01,85293053,PC,8.05147,2.4575099999999996,0.167406,-0.167406,0.022505876579999997
348,1773.01,332064670,KP,0.73665,1.79818,0.132906,-0.132906,0.017153887958333332
349,1793.01,304142124,PC,,4.15414,0.100413,-0.100413,0.04372829209195402
350,1797.01,368435330,PC,3.645428,3.213549,0.923731,-0.923731,0.02805391762182567
351,1800.01,17993892,KP,4.124426000000001,12.649663,0.692002,-0.692002,0.09223450326356102
352,1805.01,165763244,PC,24.073068,3.11764,1.3682590000000001,-1.3682590000000001,0.03337648549915657
353,1807.01,180695581,PC,0.549343,1.525893,0.943542,-0.943542,0.018857785335756997
354,1808.01,307734817,PC,2.1075,11.770613,0.8820459999999999,-0.8820459999999999,0.06770889792593152
355,1809.01,347329162,KP,4.617208,12.041519000000001,0.655084,-0.655084,0.09902678789691093
356,1810.01,373693175,KP,1.327352,14.284704999999999,0.701784,-0.701784,0.12195104816727569
357,1798.01,198153540,PC,8.018944,2.387534,2.0516959999999997,-2.0516959999999997,0.027867110328847918
358,1794.01,286916251,PC,8.7657,3.0270599999999996,0.219478,-0.219478,0.021324473446153843
359,1795.01,135083444,PC,2.791791,6.000207,14.255544,-14.255544,0.047260190164357396
360,1796.01,138819293,KP,2.643973,3.764061,0.118153,-0.118153,0.08102651102408846
361,1799.01,8967242,PC,7.093853,1.627715,3.3778019999999995,-3.3778019999999995,0.015577359492382498
362,1801.01,119584412,PC,21.284406,2.170286,0.8463299999999999,-0.8463299999999999,0.03642926512350827
363,1802.01,138762614,PC,16.796111,2.506646,1.018664,-1.018664,0.03941353911502723
364,1803.01,144401492,PC,12.891153,4.026665,1.617451,-1.617451,0.053490201015084116
365,1803.02,144401492,PC,6.294392,3.132298,1.7241240000000002,-1.7241240000000002,0.04160943352852693
366,1804.01,148679712,PC,4.926312,3.008378,1.20478,-1.20478,0.025983896749976417
367,1806.01,166648874,PC,15.145469,3.4095370000000003,0.351267,-0.351267,0.07775518856004482
368,1811.01,376524552,PC,3.712964,11.90497,0.822098,-0.822098,0.1342537379123173
369,1814.01,160440924,PC,6.36578,4.74434,,,0.018179358041841003
370,1817.01,285094173,PC,6.69695,5.96855,0.48443800000000004,-0.48443800000000004,0.03769653855172413
371,1819.01,341815767,PC,3.09374,1.72207,0.136516,-0.136516,0.010728378952380952
372,1822.01,9392421,PC,9.61396,14.3732,0.888854,-0.888854,0.07697647111111111
373,1821.01,82308728,KP,9.497,2.1484,0.214077,-0.214077,0.02555200935064935
374,1812.03,207425167,PC,17.57454,4.988119999999999,0.39252800000000004,-0.39252800000000004,0.061731355351351345
375,1816.01,237108272,PC,22.7873,2.42982,,,0.01918300996551724
376,1813.01,377290815,PC,0.7979999999999999,2.95586,0.46930200000000005,-0.46930200000000005,0.014711829282608694
377,1815.01,233720539,PC,2.55532,20.6535,0.947917,-0.947917,0.07626804556451613
378,1818.01,330799746,PC,5.5107800000000005,9.87298,0.45666999999999996,-0.45666999999999996,0.055470399288343554
379,1820.01,393831507,PC,4.86071,11.5535,0.584608,-0.584608,0.075576395
380,1823.01,142381532,PC,194.05,8.14298,0.547683,-0.547683,0.0909431839512195
381,1824.01,142387023,PC,22.80811,2.40173,0.16450599999999999,-0.16450599999999999,0.026823223585365853
382,1812.01,207425167,PC,,7.043081,0.56731,-0.56731,0.08731722530905979
383,1825.01,229750058,PC,10.18246,11.1087,0.619066,-0.619066,0.10072621247524752
384,1826.01,229400092,PC,4.14201,13.1746,0.6919649999999999,-0.6919649999999999,0.10401119551724138
385,1827.01,390651552,PC,1.467126,1.333326,0.514441,-0.514441,0.03683749911908094
386,1828.01,232982938,PC,9.09422,8.74023,0.456977,-0.456977,0.05130963226923077
387,1829.01,235905185,PC,6.29082,15.820395000000001,0.8805280000000001,-0.8805280000000001,0.14259172833564618
388,1830.01,20182165,PC,9.781642,16.57548,0.690155,-0.690155,0.12596842109456038
389,1831.01,27194429,PC,0.555293,4.694296,2.594263,-2.594263,0.01895376570891952
390,1832.01,307956397,PC,4.151395,7.747577000000001,0.9362030000000001,-0.9362030000000001,0.09101374098037655
391,1833.01,61098812,KP,3.6935800000000003,17.189267,0.926058,-0.926058,0.08840006917608213
392,1834.01,71612483,PC,1.216809,19.873197,6.556054,-6.556054,0.17889139460176728
393,1835.01,347332255,PC,5.64196,1.824584,1.283876,-1.283876,0.021354618171222483
394,1836.01,207468071,PC,20.379455,8.150102,0.43929799999999997,-0.43929799999999997,0.04607664402054473
395,1835.02,347332255,PC,,2.539899,0.252553,-0.252553,0.02972654223563827
396,1837.01,144441148,PC,5.818224,7.823103,0.6971149999999999,-0.6971149999999999,0.03599512518915985
397,1838.01,162689341,KP,2.174693,13.849967999999999,0.797229,-0.797229,0.10097040013373773
398,1839.01,381714186,PC,1.424817,2.470334,1.450834,-1.450834,0.026675327729427815
399,1840.01,165987272,KP,7.844963000000001,13.937110999999998,0.591676,-0.591676,0.07729101445345378
400,1841.01,168699373,KP,4.30138,15.422717,1.071016,-1.071016,0.13672917936689255
401,1842.01,404505029,PC,19.148095,12.684464,0.6249140000000001,-0.6249140000000001,0.056670222073049954
402,1843.01,258871793,PC,9.14692,11.4569,0.578785,-0.578785,0.08197053921874999
403,1844.01,198108326,KP,3.2129830000000004,10.690659,0.763354,-0.763354,0.139149928967558
404,1845.01,272758199,PC,3.6609599999999998,13.6917,0.792887,-0.792887,0.13339211553191488
405,1846.01,198385543,PC,3.927457,1.8984720000000002,1.992109,-1.992109,0.04225573475399317
406,1847.01,54002556,PC,,8.72158,0.639813,-0.639813,0.09623160197590361
407,1848.01,219824469,PC,5.481,6.1778,0.379733,-0.379733,0.03492363728395061
408,1849.01,23740089,PC,9.865310000000001,6.619489999999999,0.41697799999999996,-0.41697799999999996,0.05317656966666666
409,1850.01,149577217,PC,7.391430000000001,16.4641,5.61306,-5.61306,0.1322616033333333
410,1851.01,378976682,PC,6.01815,9.39899,,,0.11325782949999999
411,1852.01,219728669,PC,2.3601099999999997,13.735,,,0.13976125555555555
412,1853.01,73540072,PC,1.24357,3.78281,0.29705,-0.29705,0.04124163569047619
413,1854.01,157225097,PC,2.52618,11.2346,,,0.11826030666666666
414,1855.01,81247740,PC,1.36416,22.9227,4.51168,-4.51168,0.19437600611111108
415,1856.01,224313733,PC,39.40157,12.7893,0.896077,-0.896077,0.1171244094
416,1857.01,180652891,PC,0.77612,10.5521,0.652556,-0.652556,0.042759350353982296
417,1858.01,424733642,PC,2.09098,18.177,4.80785,-4.80785,0.2161882675324675
418,1859.01,229742722,PC,63.48434,10.9675,0.493138,-0.493138,0.07174311785714285
419,1860.01,202426247,PC,1.066211,1.424505,2.199906,-2.199906,0.01402980780771092
420,1861.01,323295479,PC,24.724629999999998,10.9482,0.589148,-0.589148,0.09458831660377358
421,105.01,144065872,KP,2.184659,12.514586,0.056125,-0.056125,0.10142352087433627
422,166.01,147203645,PC,5.06187,12.8254,1.79247,-1.79247,0.11186191733333332
423,104.01,231670397,KP,4.087445,12.652102000000001,0.221452,-0.221452,0.05597485512850242
424,150.01,271893367,PC,5.85743,14.0353,0.622605,-0.622605,0.07650909369047618
425,149.01,260985861,PC,3.33996,,,,
426,169.01,183120439,PC,2.25596,11.5432,0.646461,-0.646461,0.0813174043076923
427,405.01,176984236,PC,1.75617,,,,
428,151.01,382302241,PC,1.5978299999999999,3.59995,0.20725500000000002,-0.20725500000000002,0.04173207860759493
429,273.01,279740441,PC,0.741859,6.023835,7.466214999999999,-7.466214999999999,0.08336549238371566
430,154.01,389525208,PC,6.747089999999999,41.3396,11.9422,-11.9422,0.1407390545724907
431,385.01,300810086,PC,0.66803,10.878,,,0.026424595225464188
432,135.01,267263253,PC,4.126904,15.947767,2.122716,-2.122716,0.09435341442341236
433,106.01,38846515,KP,2.84938,9.06138,0.02705,-0.02705,0.08298411804
434,276.01,382188882,PC,4.800523,14.952257999999999,5.252722,-5.252722,0.08848473293829522
435,136.01,410153553,PC,0.46291000000000004,1.2676969999999999,0.366063,-0.366063,0.06485792807821229
436,114.01,25155310,KP,3.2887760000000004,10.835677,0.075686,-0.075686,0.07813632280787401
437,103.01,336732616,KP,3.547854,14.581841,0.196435,-0.196435,0.09538607134142857
438,143.01,25375553,PC,2.310894,17.627707,3.516223,-3.516223,0.08145196709620779
439,132.01,89020549,PC,2.109307,3.3070839999999997,1.6464290000000001,-1.6464290000000001,0.034445970692871114
440,145.01,265612438,PC,5.12944,10.357000000000001,0.365187,-0.365187,0.05854901604938272
441,116.01,238176110,KP,2.798594,11.293845,0.10896700000000001,-0.10896700000000001,0.12026631687209302
442,196.01,234519192,PC,1.163088,17.734995,16.675673,-16.675673,0.03889400444216682
443,180.01,51912829,PC,0.835398,14.870042000000002,2.317963,-2.317963,0.05955352066576871
444,183.01,183979262,PC,3.4307760000000003,30.195551000000002,4.80043,-4.80043,0.09673646402364794
445,111.01,355703913,KP,2.106098,16.683676000000002,14.132685,-14.132685,0.15590724980408163
446,171.01,309257814,PC,1.2385959999999998,14.76935,3.051095,-3.051095,0.11419067049953986
447,158.01,403136413,PC,2.51266,13.3617,0.731867,-0.731867,0.05320280373913044
448,147.01,220435095,PC,3.4232099999999996,32.2452,3.7780400000000003,-3.7780400000000003,0.11314235310344826
449,332.01,139285832,PC,0.7770699999999999,3.8303199999999995,0.266017,-0.266017,0.03653965683333333
450,377.01,139285736,PC,1.5502799999999999,14.722999999999999,4.5826400000000005,-4.5826400000000005,0.15498072873563218
451,159.01,394657039,PC,3.76285,17.9652,0.8222659999999999,-0.8222659999999999,0.10347503245283017
452,862.01,309254930,PC,3.3102099999999997,,,,
453,163.01,179317684,PC,4.23115,14.6483,0.6900229999999999,-0.6900229999999999,0.08081272975903615
454,293.01,355637190,PC,0.8054600000000001,8.83739,1.5467,-1.5467,0.055815736289655166
455,138.01,277683130,PC,6.198041,8.294924,8.305693,-8.305693,0.06836356877941666
456,108.01,289793076,KP,3.0438389999999997,13.999502,0.329885,-0.329885,0.14405330260224716
457,118.01,266980320,PC,6.036061,4.926376,0.6309060000000001,-0.6309060000000001,0.04186688141054195
458,101.01,231663901,KP,1.430401,13.145007999999999,0.144216,-0.144216,0.13997905030697674
459,107.01,92352620,KP,3.950054,18.775574,0.097373,-0.097373,0.10613994240246913
460,134.01,234994474,PC,1.401461,1.583888,0.36033200000000004,-0.36033200000000004,0.024256264722408025
461,141.01,403224672,PC,1.007908,1.974088,0.429755,-0.429755,0.015198952393923345
462,117.01,322307342,PC,3.5855,17.4202,1.01615,-1.01615,0.0797670958
463,165.01,350743714,PC,7.76178,13.744672,2.071529,-2.071529,0.06715914877124839
464,113.01,97409519,KP,3.3728769999999995,14.201803,0.154789,-0.154789,0.12750991360196076
465,129.01,201248411,PC,0.980981,9.218136999999999,2.036007,-2.036007,0.10789025194419129
466,109.01,29344935,KP,2.766737,11.661767999999999,0.527223,-0.527223,0.1148370659612903
467,110.01,281459670,KP,3.174305,13.668801,0.12625,-0.12625,0.11809328260188678
468,164.01,79395355,PC,7.318980000000001,8.79673,0.51237,-0.51237,0.061969579492307685
469,827.01,270507305,PC,1.2280870000000002,16.710808,19.520945,-19.520945,0.13182099114001466
470,131.01,235037761,PC,6.240662,12.720704,4.591968,-4.591968,0.12899533966409182
471,123.01,290131778,PC,3.308754,7.723223,7.723462,-7.723462,0.05362869443842076
472,188.01,280830734,PC,1.162031,4.63134,7.471794999999999,-7.471794999999999,0.026423252191356675
473,148.01,393940766,PC,4.8661,9.70106,3.16125,-3.16125,0.07164702216129032
474,125.01,52368076,PC,4.653811,2.863905,1.0990360000000001,-1.0990360000000001,0.02916548087893513
475,152.01,403287048,PC,7.00776,8.1288,0.6252840000000001,-0.6252840000000001,0.06101930360655738
476,139.01,62483237,PC,11.058421000000001,2.687866,1.8146810000000002,-1.8146810000000002,0.03333537846128012
477,168.01,369457671,PC,2.31257,3.3824400000000003,0.258351,-0.258351,0.04765597772307692
478,334.01,233964642,PC,17.91563,44.0053,4.32254,-4.32254,0.25187533587499994
479,146.01,355636844,KP,6.29632,,,,
480,172.01,29857954,PC,9.475719999999999,12.1917,1.069,-1.069,0.06567740505882354
481,162.01,99493790,PC,7.76686,17.5087,0.41887299999999994,-0.41887299999999994,0.157200661372549
482,120.01,394137592,KP,11.535076,12.215808,1.480912,-1.480912,0.044970020486310706
483,160.01,253917293,PC,4.6080000000000005,7.996980000000001,0.539026,-0.539026,0.05721589284375
484,212.01,206609630,PC,0.335269,5.506056,1.145435,-1.145435,0.1675231257408638
485,842.01,141768070,PC,2.7862139999999997,12.728534,12.733748,-12.733748,0.1188978363735766
486,841.01,238932509,PC,3.492911,12.501153,12.508461,-12.508461,0.12706626278619876
487,126.01,70440470,PC,3.035381,15.044467000000001,15.047709,-15.047709,0.12275562317773994
488,140.01,140068425,PC,2.28139,5.069735,5.087404,-5.087404,0.03539361259509979
489,220.01,150098860,PC,10.695236999999999,3.207868,1.886593,-1.886593,0.03233626137885868
490,121.01,207081058,PC,14.775056,14.783107000000001,2.1800770000000003,-2.1800770000000003,0.11043526352342341
491,133.01,219338557,PC,8.1952,2.1608009999999997,1.9179259999999998,-1.9179259999999998,0.027912765529060784
492,122.01,231702397,PC,5.0776769999999996,2.386458,1.250847,-1.250847,0.07433735497959185
493,127.01,234523599,KP,3.795609,23.750976,0.342044,-0.342044,0.217511438208
494,119.02,278683844,PC,10.691632,1.891011,0.969714,-0.969714,0.020870898809538154
495,115.01,281541555,KP,4.742744999999999,11.517937,11.536549,-11.536549,0.10754856557345291
496,1224.01,299798795,PC,4.178294999999999,1.9406729999999999,0.612483,-0.612483,0.049783426705882344
497,211.01,300293197,PC,6.5639389999999995,8.185780000000001,6.415769999999999,-6.415769999999999,0.06885706316649981
498,1116.01,304100538,PC,5.010153,2.447778,0.486221,-0.486221,0.023298264042304638
499,1052.01,317060587,PC,9.139804,3.062985,4.508955,-4.508955,0.017753681411392403
500,258.01,350445771,PC,3.190394,14.782860999999999,4.983982,-4.983982,0.06372030812004027
501,202.01,355509914,PC,1.738316,11.61246,1.7596990000000001,-1.7596990000000001,0.13496263029316996
502,1056.01,421894914,PC,5.307589,2.903689,1.0410469999999998,-1.0410469999999998,0.019328379024567525
503,142.01,425934411,PC,0.853319,21.80123,12.372589999999999,-12.372589999999999,0.19965566433999998
504,342.01,415969574,PC,10.45776,,,,
505,194.01,211438925,KP,4.899379,15.126432000000001,0.098251,-0.098251,0.0996603339971223
506,198.01,12421862,PC,20.427265,1.5624930000000001,1.098136,-1.098136,0.03222817768918919
507,322.01,198077394,PC,3.9904699999999997,15.867,,,0.05264854565217392
508,364.01,47425697,PC,0.49393000000000004,3.13247,,,0.021569293428571428
509,177.01,262530407,PC,2.853133,2.175406,0.400998,-0.400998,0.03794736790095238
510,369.01,175482273,PC,5.46349,,,,
511,175.01,307210830,PC,3.690638,1.370212,0.196318,-0.196318,0.040090739603833865
512,182.01,76989773,PC,1.769141,19.12079,5.670971,-5.670971,0.15427762931049668
513,378.01,20892672,PC,3.10926,9.582239999999999,9.586160000000001,-9.586160000000001,0.07436792705084745
514,181.01,76923707,PC,4.532037,6.322712,0.96554,-0.96554,0.07811429987386428
515,367.01,9033144,PC,4.714519999999999,19.8414,4.04076,-4.04076,0.14195901656249998
516,178.01,251848941,PC,6.558053999999999,2.773247,1.134474,-1.134474,0.03621979975242512
517,185.01,100100827,KP,0.941449,12.97984,0.028411000000000002,-0.028411000000000002,0.09664176806504064
518,192.01,183537452,KP,3.922743,8.569172,0.129548,-0.129548,0.09688453972345677
519,349.01,382474101,PC,2.6522099999999997,13.9745,13.9757,-13.9757,0.1023827768
520,193.01,183985250,PC,0.792072,3.964752,1.358874,-1.358874,0.03667740326740144
521,191.01,183532609,KP,8.159165,12.359505,0.090212,-0.090212,0.12041313488297872
522,381.01,207084429,PC,4.89388,3.8875599999999997,0.167383,-0.167383,0.01893738004255319
523,195.01,230982885,KP,2.072761,12.482019000000001,0.057433000000000005,-0.057433000000000005,0.10783993396415094
524,179.01,207141131,PC,4.1373940000000005,2.813921,0.8975690000000001,-0.8975690000000001,0.030716871368819797
525,357.01,220016044,PC,0.93985,6.84583,0.956467,-0.956467,0.0245859259372549
526,375.01,280097543,PC,9.44859,8.66496,,,0.02426718766972477
527,300.01,166697854,PC,2.75753,6.99891,1.46553,-1.46553,0.03303918442268041
528,190.01,166739520,KP,10.020817,10.928113,0.06792999999999999,-0.06792999999999999,0.08553816996068377
529,379.01,220396259,PC,0.9169299999999999,4.04732,0.201152,-0.201152,0.02167564711111111
530,383.01,167418898,PC,10.980360000000001,14.3833,,,0.10371831606299212
531,372.01,441075486,PC,1.12026,16.9422,2.7906,-2.7906,0.2068755568
532,373.01,9032368,PC,1.632,9.243789999999999,,,0.07626543136936935
533,368.01,77031413,PC,1.38665,14.995999999999999,0.79377,-0.79377,0.14767028817204297
534,362.01,305048116,PC,7.116789999999999,7.24919,0.592308,-0.592308,0.06445444856310678
535,360.01,13023738,PC,8.055769999999999,10.3928,0.809956,-0.809956,0.05565921777777777
536,352.01,47423120,PC,11.6235,20.7208,1.02159,-1.02159,0.21321470382022473
537,351.01,228381868,PC,3.4658300000000004,13.5138,1.01763,-1.01763,0.0695277417977528
538,348.01,70785910,PC,0.49486,9.157810000000001,0.818042,-0.818042,0.05554120793377484
539,344.01,13023378,PC,6.06764,9.471060000000001,0.521452,-0.521452,0.080311081
540,343.01,66497310,PC,1.75649,7.403510000000001,0.543403,-0.543403,0.05650112048333334
541,341.01,33911302,PC,1.8138299999999998,11.581,,,0.1128285085106383
542,339.01,69838258,PC,6.730689999999999,22.1494,0.8574940000000001,-0.8574940000000001,0.1221953043373494
543,330.01,27966179,PC,4.27958,9.26396,0.8854620000000001,-0.8854620000000001,0.12119906525714286
544,329.01,169765334,PC,5.7018,10.8397,3.84562,-3.84562,0.06165836807453416
545,327.01,206669860,PC,10.06378,16.1999,,,0.11239294257575755
546,320.01,188593930,PC,1.4650299999999998,5.43222,0.8257690000000001,-0.8257690000000001,0.05653212586363636
547,317.01,402319411,PC,3.3262,15.8142,1.0419200000000002,-1.0419200000000002,0.152448888
548,316.01,8988289,PC,13.323789999999999,28.7396,1.39025,-1.39025,0.31333006761904764
549,314.01,316769613,PC,10.18242,2.69013,0.239285,-0.239285,0.0315848853076923
550,313.01,9102327,PC,3.2615,5.07097,0.314799,-0.314799,0.04109729492035399
551,311.01,434105231,PC,0.79632,19.6284,4.3341199999999995,-4.3341199999999995,0.19972987466666664
552,309.01,228507250,PC,6.15864,,,,
553,307.01,9100874,PC,6.16425,28.8113,,,0.20613584796874998
554,306.01,114749636,PC,4.59971,12.3406,0.620981,-0.620981,0.08433971253731343
555,287.01,2758565,PC,3.7819199999999995,26.3552,7.30495,-7.30495,0.20629138598290597
556,303.01,145750719,PC,3.5613300000000003,11.3441,0.689605,-0.689605,0.070672971292517
557,298.01,206686292,PC,1.32901,32.3197,10.9024,-10.9024,0.17618084083333332
558,295.01,327952677,PC,3.39656,13.4962,0.814415,-0.814415,0.097321417007874
559,294.01,188570092,PC,7.328289999999999,9.70482,0.7818039999999999,-0.7818039999999999,0.11250220450632908
560,291.01,49710555,PC,12.07397,20.5248,6.83828,-6.83828,0.14027322268656714
561,384.01,155995204,PC,9.30734,30.7623,5.66372,-5.66372,0.20868232844444443
562,382.01,229091748,PC,0.4568,6.642639999999999,0.384265,-0.384265,0.05906145351456309
563,380.01,100014359,PC,0.50457,10.1881,0.723958,-0.723958,0.1314121405633803
564,308.01,281710229,PC,8.30985,19.8353,3.8578,-3.8578,0.21370785576470588
565,376.01,144301273,PC,2.75161,11.3075,0.7429060000000001,-0.7429060000000001,0.09677951869158877
566,374.01,183675732,PC,5.4823,12.0716,0.689641,-0.689641,0.086368525625
567,347.01,224271611,PC,4.0394,6.580830000000001,1.29823,-1.29823,0.04072110887837838
568,371.01,156016136,PC,3.4805,6.90838,0.461703,-0.461703,0.06952411432967032
569,370.01,251855940,PC,4.04655,18.2062,,,0.15879274247619046
570,366.01,251878904,PC,1.70429,12.2955,,,0.08797046015625
571,365.01,118586896,PC,12.10588,36.9529,,,0.2623369443410853
572,345.01,308208458,PC,11.22917,11.2715,,,0.11469377444444444
573,363.01,262530780,PC,8.223930000000001,13.594000000000001,1.7798599999999998,-1.7798599999999998,0.12575136565656567
574,361.01,144276942,PC,1.5353299999999999,3.82155,0.627844,-0.627844,0.05146728661764705
575,359.01,80432617,PC,16.45209,8.623619999999999,1.00106,-1.00106,0.0426892497081081
576,358.01,321982642,PC,9.105,21.1629,5.261,-5.261,0.16017342
577,356.01,369336146,PC,5.7701400000000005,9.894630000000001,,,0.056634388462500004
578,355.01,183593642,PC,1.03742,6.13765,1.10879,-1.10879,0.04258227174242424
579,354.01,100097716,PC,2.99995,13.8283,0.9206979999999999,-0.9206979999999999,0.08981529886524822
580,353.01,100099031,PC,1.29866,25.6534,,,0.08899008984848485
581,350.01,199731190,PC,2.5127599999999997,6.21591,0.650184,-0.650184,0.06697094562352941
582,346.01,118327533,PC,8.28154,30.0184,7.706689999999999,-7.706689999999999,0.20363593125925925
583,340.01,80439101,PC,7.422289999999999,,,,
584,338.01,116156517,PC,5.367319999999999,14.9928,0.7674890000000001,-0.7674890000000001,0.07982794325581397
585,337.01,155986102,PC,6.8716800000000005,28.967,8.47293,-8.47293,0.19945848571428568
586,335.01,41865539,PC,1.26092,8.46782,0.678134,-0.678134,0.06986332933333332
587,333.01,224245334,PC,3.79069,3.9785,0.330637,-0.330637,0.032243453982300885
588,331.01,262531275,PC,2.48421,13.6517,,,0.07103537988636363
589,292.01,180285396,PC,10.36652,9.14666,,,0.10603178769620253
590,328.01,139357541,PC,4.478940000000001,14.7425,4.8112699999999995,-4.8112699999999995,0.11250984583333332
591,326.01,144336525,PC,0.24733000000000002,11.0751,3.8325099999999996,-3.8325099999999996,0.08114061264
592,325.01,66413476,PC,4.3692400000000005,11.6123,4.35769,-4.35769,0.11816160377777776
593,324.01,156002449,PC,5.2852,22.2276,,,0.1602837486614173
594,323.01,251852984,PC,2.77422,5.77128,,,0.06776074646153846
595,319.01,389753172,PC,0.7135600000000001,14.5829,3.23369,-3.23369,0.20867218468749998
596,321.01,175476629,PC,1.14057,6.52263,2.67802,-2.67802,0.07111219707142857
597,318.01,206352378,PC,3.74649,11.6299,,,0.13654695410256407
598,315.01,66356824,PC,1.7778,10.7241,2.93928,-2.93928,0.07329202074626864
599,312.01,180145006,PC,3.54112,9.63846,0.613298,-0.613298,0.06896016928125
600,310.01,175477257,PC,4.26938,12.4774,0.716263,-0.716263,0.08789848399999999
601,299.01,156075294,PC,5.72144,10.0376,0.7255590000000001,-0.7255590000000001,0.07724734521008403
602,305.01,102030574,PC,9.94962,23.9148,1.29663,-1.29663,0.1327343869090909
603,304.01,262530873,PC,2.24172,28.4732,1.7974400000000001,-1.7974400000000001,0.13870083276595743
604,302.01,229111835,PC,6.70145,8.152460000000001,0.8606459999999999,-0.8606459999999999,0.10089220091891893
605,301.01,144301052,PC,3.7431699999999997,7.24602,0.564083,-0.564083,0.03903473597647058
606,297.01,115242351,PC,5.6711599999999995,9.45482,,,0.07943783629357797
