,tic,mass,mass_err1,mass_err2,logg,logg_err1,logg_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,teff,teff_err1,teff_err2,snr,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,cdppslplong,cdppslpshrt,dataspan,dutycycle,limbdark_coeff1,limbdark_coeff2,limbdark_coeff3,limbdark_coeff4
10,44631965,1.1200174955257067,0.2664780326336706,-0.2664780326336706,4.26929,0.088562,-0.088562,1.28529,0.078769,-0.078769,0.7427182162599691,0.3132622808663232,-0.3132622808663232,6046.0,127.03399999999999,-127.03399999999999,79.08283,4211.880493062744,4037.0612928867313,3885.2197490921344,3755.135426550394,3639.8122875804165,3427.9367663825647,3330.3084758781415,3149.610391226123,2909.0423462783283,2699.553496426759,2508.0614622640983,2335.2927909432883,2280.857354874392,2011.8582844181758,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.5243714228054092,-0.20151838183307771,27,0.9558823529411765,0.0,0.0,0.0,0.0
11,283722336,0.7999951522807538,0.21984545749469883,-0.21984545749469883,4.59034,0.099051,-0.099051,0.750598,0.057535,-0.057535,2.663592611075463,1.3444886839432002,-1.3444886839432002,4884.29,142.835,-142.835,13.681054999999999,313.3276474628837,270.6354728709304,254.67420929624822,247.49900097342666,239.59104720069237,222.81480874903008,217.84799597057767,207.55307669269973,195.5063637038331,183.5642646750393,173.9824011870597,165.04836733194523,162.16700593762943,148.17170711366492,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.3929978571275513,-0.20966593144368192,27,0.9558823529411765,0.0,0.0,0.0,0.0
12,283722336,0.7999951522807538,0.21984545749469883,-0.21984545749469883,4.59034,0.099051,-0.099051,0.750598,0.057535,-0.057535,2.663592611075463,1.3444886839432002,-1.3444886839432002,4884.29,142.835,-142.835,16.252916,266.81372767891213,235.8488473073936,217.1937474208821,200.97497000348807,188.16477240470542,167.21956350084503,158.82728188849384,144.62227197312816,127.88483477547122,114.44221161058543,102.6068860108266,92.47228915089214,89.53434148806697,77.68705582567841,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.723293760224373,-0.4085048023418199,27,0.9558823529411765,0.0,0.0,0.0,0.0
13,284441182,0.4882108188327389,0.030222608865157756,-0.030222608865157756,4.74607,0.007723000000000001,-0.007723000000000001,0.49012,0.014531,-0.014531,5.838520097862584,0.880731160170354,-0.880731160170354,3624.0,157.0,-157.0,7.741347,1385.575704393181,1300.7475819447934,1233.2620802992085,1184.6386637405851,1143.2307809834278,1079.7254569343909,1053.1693439719754,1000.9225645693333,927.70081762423,865.8370375888035,812.5995202971899,763.1895172302782,747.4928488086872,674.4411975933335,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.45480538544075666,-0.20604190408637524,27,0.9558823529411765,0.0,0.0,0.0,0.0
14,432549364,1.3760123988044555,0.3212004554271077,-0.3212004554271077,4.2467,0.09168899999999999,-0.09168899999999999,1.4621600000000001,0.07280199999999999,-0.07280199999999999,0.619783921482028,0.2372536705887123,-0.2372536705887123,6596.04,156.59,-156.59,84.04890400000001,2006.4287068363549,1914.8997675880692,1827.5190318835268,1743.4118145517639,1664.9408299999666,1529.7399593237908,1471.3022334135544,1365.6483519430867,1224.5225405805447,1099.8905009877883,994.8553324324483,906.6306748495156,879.4468457670397,758.097120502942,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.6863918892019273,-0.2845876221436827,27,0.9558823529411765,0.0,0.0,0.0,0.0
15,306263608,1.0000121163809794,0.1946494171184446,-0.1946494171184446,4.467980000000001,0.074554,-0.074554,0.9661540000000001,0.044322,-0.044322,1.5612370465861523,0.518753921746988,-0.518753921746988,5625.56,114.23200000000001,-114.23200000000001,16.987566,196099.95018356232,193839.15048675227,191582.1845816862,189310.16918617304,187014.30897771585,182334.25611594063,179940.4754575233,174916.2930122263,166795.02323308226,158376.058910938,149931.7395885285,141461.98011472163,138635.91987941958,124589.62858516215,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.413576530877052,-0.082213670170675,27,0.9558823529411765,0.0,0.0,0.0,0.0
16,306955329,0.8569927179631757,0.20572145681056345,-0.20572145681056345,4.5025699999999995,0.088788,-0.088788,0.859483,0.054064999999999995,-0.054064999999999995,1.9005001722435801,0.814863581576513,-0.814863581576513,5103.0,131.442,-131.442,12.043268,1284.561293554969,1223.1119863174388,1168.3299989385698,1118.3758518737638,1073.0232082587431,996.8063699308136,965.8988016624457,912.386607170475,835.5880149666128,762.5410316853639,700.6722841295332,645.5476112844295,627.6609823449143,549.5778512148943,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.5986274584528805,-0.24983559865761767,27,0.9558823529411765,0.0,0.0,0.0,0.0
17,188768068,1.0400046064870676,0.20489807471069138,-0.20489807471069138,4.25132,0.07516,-0.07516,1.26442,0.059525,-0.059525,0.7243756577630066,0.2450180878320982,-0.2450180878320982,5801.89,124.625,-124.625,8.054242,423.36558048208,389.70261754373075,367.26237935891714,349.54513739956406,333.60383626083166,306.17491488314175,294.1229957674643,272.63037108835215,245.67253476453973,223.21202372189347,202.93224162616954,185.45883275261548,180.08967291222888,155.00879355904792,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.6582752955766102,-0.29086008630849003,27,0.9558823529411765,0.0,0.0,0.0,0.0
18,190998418,0.9899895879156114,0.20704065312046602,-0.20704065312046602,4.33946,0.077153,-0.077153,1.1146,0.061498000000000004,-0.061498000000000004,1.0066445941227846,0.3771484814827376,-0.3771484814827376,5583.0,127.666,-127.666,41.675854,2361.1044907669548,2206.3254705310383,2062.4130744810686,1932.8530135809042,1824.0672920916902,1645.2420187236826,1567.7689725448868,1431.2672724274469,1277.3588463469043,1158.2083592335264,1059.3204488442107,974.5450229383243,950.0491143224523,849.312629484772,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.5911132696034033,-0.3580229365731076,27,0.9558823529411765,0.0,0.0,0.0,0.0
19,352413427,1.0900035720501957,0.21319497198065177,-0.21319497198065177,4.48217,0.07577,-0.07577,0.992345,0.043869,-0.043869,1.5705165543972108,0.5154644203289883,-0.5154644203289883,5958.0,121.256,-121.256,8.702014,580.8777210928664,550.573859109131,527.8798967651026,508.57965815227175,490.5519129369696,457.4113003545031,442.3877898955319,414.087479491504,377.6885421282005,347.1084187599237,319.56968622267584,294.0253872181989,285.6723769759284,243.48612592902398,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.6191578740605569,-0.23171564671854475,27,0.9558823529411765,0.0,0.0,0.0,0.0
20,229944666,0.9089986472406504,0.20839438559721385,-0.20839438559721385,4.5328599999999994,0.086131,-0.086131,0.854841,0.049156,-0.049156,2.04884856860205,0.8231584411523917,-0.8231584411523917,5290.0,129.841,-129.841,7.176224,626.8094814210809,597.2215183702752,575.8497551364189,557.5708909849528,541.6674263370338,511.63669689400626,496.3400099282971,465.15027814403294,418.70988701019104,373.7415438808409,332.49096176378436,298.6961740974454,288.70329404358614,245.6268322917509,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.7698509135412654,-0.1934933262139216,27,0.9558823529411765,0.0,0.0,0.0,0.0
21,191284318,1.1715907114519233,0.24378489377816118,-0.24378489377816118,4.32,0.08,-0.08,1.24,0.06,-0.06,0.8651940402115509,0.3056224796084186,-0.3056224796084186,6140.0,125.7,-125.7,108.0,727.9308946998092,692.314035801065,665.0871159819669,641.9007760131724,622.1676281708833,588.4798301020098,573.5526614825909,546.6311621957539,512.2656125090517,482.27582874042673,454.44904230660615,428.6523875862801,420.3525893099981,380.86529122030703,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.4228630923750491,-0.19326060522303443,27,0.9558823529411765,0.0,0.0,0.0,0.0
22,240681314,1.4190088608073752,0.3375546189315719,-0.3375546189315719,4.17494,0.09452100000000001,-0.09452100000000001,1.61271,0.077422,-0.077422,0.4763420544658814,0.1819163316689365,-0.1819163316689365,6695.0,131.35,-131.35,45.440987,798.2931754850848,759.0057317394695,730.4672318875154,704.8656301550104,681.6092759988081,640.435528904022,621.7651688510698,585.6256087867584,536.58925191176,493.7043009240087,455.2018041035048,418.7775193045101,406.34868316149453,344.09981417557447,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.6242984274500195,-0.21091957662213995,27,0.9558823529411765,0.0,0.0,0.0,0.0
23,409794137,0.9908301839244218,0.20588704995342494,-0.20588704995342494,4.4,0.08,-0.08,1.04,0.05,-0.05,1.2402289512026217,0.4365894111444012,-0.4365894111444012,5623.0,125.6,-125.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,,,27,0.9558823529411765,0.0,0.0,0.0,0.0
24,67309890,1.3306635910364506,0.3048192036733032,-0.3048192036733032,3.82,0.08,-0.08,2.35,0.16,-0.16,0.144366803978257,0.06255823567090717,-0.06255823567090717,5843.7,198.1,-198.1,25.0,535.0830440344585,499.282004653619,476.6669908547496,458.6187172029417,441.7569659846922,413.4680387423141,401.57959617073936,379.14653423727634,351.24438879939134,324.99002361891155,298.0450827124965,270.9925592883267,261.78798265735946,216.9828709259991,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.6789368469100636,-0.22508444420381749,54,0.9558823529411765,0.0,0.0,0.0,0.0
25,410528770,1.01383349351536,0.21642689479985153,-0.21642689479985153,3.68,0.08,-0.08,2.41,0.13,-0.13,0.10198074065183588,0.03827332428309004,-0.03827332428309004,5647.0,144.2,-144.2,54.0,527.1226488946351,480.92531257854705,447.4758124287187,419.89864492286375,396.0552994023716,355.40549631364365,339.31014760232387,310.28599375250997,274.37244612193876,246.86588315938138,224.72236064162436,206.92621903751527,201.6914054914901,177.2207498837385,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,-0.625684976809251,-0.3630551808682549,54,0.9558823529411765,0.0,0.0,0.0,0.0
